Date,Open,High,Low,Close,Volume,Return,RVOL,MA5,MA20,TrendDiff,Trend,Support,Resistance,PricePosition,Breakout,Breakdown,Confidence,Label
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,143301900,0.0,1.0,129.41000366210938,129.41000366210938,0.0,Sideways,126.76000213623047,133.61000061035156,0.3868616228004228,0,0,Low,Akumulasi
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,97664900,0.01236373386484213,0.8106087643608995,130.20999908447266,130.20999908447266,0.0,Sideways,126.76000213623047,133.61000061035156,0.6204369806302438,0,0,Low,Akumulasi
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,155088000,-0.0336615236823381,1.1747465249758366,129.0066655476888,129.0066655476888,0.0,Sideways,126.37999725341797,133.61000061035156,0.03042892372825017,0,1,Low,Akumulasi
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,109578200,0.03412322074954277,0.8668595601948449,129.48499870300293,129.48499870300293,0.0,Sideways,126.37999725341797,133.61000061035156,0.6279389775349786,0,0,Low,Akumulasi
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,105158200,0.008631262592551314,0.8608359125016863,129.9979995727539,129.9979995727539,0.0,Sideways,126.37999725341797,133.61000061035156,0.7842328030044816,0,0,Low,Akumulasi
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,100384500,-0.023248824333729434,0.8469172948400796,129.91199798583983,129.8283322652181,0.0006444334542541032,Sideways,126.37999725341797,133.61000061035156,0.35961234673946424,0,0,Low,Akumulasi
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,91951100,-0.0013955084644402538,0.8014396979405992,129.46999969482422,129.68142809186662,-0.001630367587351217,Sideways,126.37999725341797,133.61000061035156,0.3347171057699512,0,0,Low,Akumulasi
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,88636800,0.016226679257536736,0.795159614050181,130.3279998779297,129.83249950408936,0.0038164587120556558,Sideways,126.37999725341797,133.61000061035156,0.6237897707067265,0,0,Low,Akumulasi
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,90221800,-0.015127173479807188,0.8268923346518186,129.9260009765625,129.72999996609158,0.0015108379751958127,Sideways,126.37999725341797,133.61000061035156,0.34993156763407623,0,0,Low,Akumulasi
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,111598500,-0.013730542410815172,1.020484116490742,128.94400024414062,129.47099990844725,-0.004070406999863183,Sideways,126.37999725341797,133.61000061035156,0.1051178123591913,0,0,Low,Akumulasi
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,90757300,0.005427107477730786,0.8429414597752742,128.71400146484376,129.32181826504794,-0.0047000328974530995,Sideways,126.37999725341797,133.61000061035156,0.20055379037219398,0,0,Low,Akumulasi
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,104319500,0.0328561127128284,0.9714225008956974,129.36000061035156,129.5474999745687,-0.0014473406607919074,Sideways,126.37999725341797,133.61000061035156,0.7814659616251131,0,0,Low,Akumulasi
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,120150900,0.03665830782882318,1.1087087159134692,130.55599975585938,130.1107688316932,0.003421937539559876,Sideways,126.37999725341797,139.6699981689453,0.7893150595282176,1,0,Low,Akumulasi
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,114459400,0.016073736286376095,1.0519675093926162,132.58800048828124,130.75071443830217,0.01405182417451369,Uptrend,126.37999725341797,139.85000610351562,0.9420936698722941,0,0,Low,Akumulasi
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,157611700,0.027683832904034755,1.4065083185162177,135.74400024414064,131.56200002034504,0.03178729589964339,Uptrend,126.37999725341797,145.08999633789062,0.8840193332373713,1,0,Medium,Markup
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,98390600,0.0016792995818566414,0.8847711028991443,138.81000061035155,132.28687524795532,0.04931045011207227,Uptrend,126.37999725341797,145.08999633789062,0.8968469925055773,0,0,Low,Markup
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140843800,-0.007683752971338942,1.2469784264720105,140.81600036621094,132.86176479563994,0.05986850756352463,Uptrend,126.37999725341797,145.08999633789062,0.8380545736203987,0,0,Medium,Markup
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,142621100,-0.03498522670784365,1.2445495022102173,140.86000061035156,133.09666654798718,0.058328538675800394,Uptrend,126.37999725341797,145.08999633789062,0.5724211442298165,0,0,Medium,Markup
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,177523800,-0.037420597863168426,1.505606129997295,139.43800048828126,133.0368423461914,0.048115680056751646,Uptrend,126.37999725341797,145.08999633789062,0.29823675753570955,0,0,High,Markup
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,106239800,0.01652010127968695,0.9055164585852864,137.68200073242187,133.09200019836425,0.03448742619553805,Uptrend,126.37999725341797,145.08999633789062,0.4147516042729505,0,0,Low,Markup
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,83305400,0.0063367087176327,0.7286700800562326,136.04800109863282,133.371000289917,0.020071835728131794,Uptrend,126.37999725341797,145.08999633789062,0.46018218391531085,0,0,Low,Markup
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,89880900,-0.007778376242906226,0.7888713727299604,134.42400207519532,133.51750068664552,0.006789382544519632,Sideways,126.37999725341797,145.08999633789062,0.4040622959870851,0,0,Low,Markup
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,84183100,0.025757778746879012,0.7625914908504168,134.48400268554687,134.05700073242187,0.003185226812416138,Sideways,126.86000061035156,145.08999633789062,0.5776193772437247,0,0,Low,Markup
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,75693800,-0.004585522131241526,0.6963768875935402,135.44400024414062,134.3490005493164,0.008150411914841714,Sideways,126.86000061035156,145.08999633789062,0.5430606811129962,0,0,Low,Markup
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,71297200,0.0010968789214593766,0.6663068655198823,135.9980010986328,134.59200057983398,0.010446389924673546,Uptrend,126.86000061035156,145.08999633789062,0.5512893805331956,0,0,Low,Markup
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,76774200,-0.006573728224378961,0.7254961077236162,136.20199890136718,134.94350051879883,0.009326113356552715,Sideways,126.86000061035156,145.08999633789062,0.5019196950585115,0,0,Low,Markup
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,73046600,-0.004558452630158305,0.6964924229443769,136.49199829101562,135.27300033569335,0.009011391425467028,Sideways,126.94000244140625,145.08999633789062,0.4655647267120535,0,0,Low,Markup
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,64280000,-0.0019203376025409558,0.6201043662273875,136.03999938964844,135.48500061035156,0.0040963854064778055,Sideways,126.94000244140625,145.08999633789062,0.45123995567803693,0,0,Low,Markup
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,60145100,0.0017759951580194056,0.5887566126106866,135.76199951171876,135.80800018310546,-0.00033871842104063227,Sideways,126.94000244140625,145.08999633789062,0.4644625625694632,0,0,Low,Markup
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,80576300,-0.016103957704172722,0.8009172504057327,135.01799926757812,136.11050033569336,-0.00802657447750741,Sideways,126.94000244140625,145.08999633789062,0.3443527328794648,0,0,Low,Markup
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,97918500,-0.017644012767020212,0.9698445723999024,133.98399963378907,136.26100006103516,-0.016710580622673846,Downtrend,128.5500030517578,145.08999633789062,0.13845188728418353,0,0,Low,Markup
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,96856700,-0.008636423537534132,0.9628864992420465,132.8480010986328,136.14500045776367,-0.024216822858314908,Downtrend,127.41000366210938,145.08999633789062,0.13009072424042614,0,0,Low,Markup
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,87668800,0.0012334314627955312,0.8858490970217603,131.7959991455078,135.79500045776368,-0.029448811066499315,Downtrend,127.41000366210938,145.08999633789062,0.13913984582402675,0,0,Low,Markup
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,103916400,-0.029798993321709433,1.0556459050806142,129.9220001220703,135.14150009155273,-0.03862248062916598,Downtrend,125.5999984741211,145.08999633789062,0.020523425845134627,0,1,Low,Markup
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,158273000,-0.0011111062670511318,1.6072933807262804,128.45599975585938,134.28850021362305,-0.0434326129823884,Downtrend,118.38999938964844,144.3000030517578,0.288305679849332,0,0,High,Markup
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,111039900,-0.004052138358153767,1.120435638361313,127.35800018310547,133.39799995422362,-0.0452780384502827,Downtrend,118.38999938964844,144.3000030517578,0.2686220803068011,0,0,Low,Markup
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,148199500,-0.0347826139882379,1.489861393665484,125.61399841308594,132.34449996948243,-0.050855921915519645,Downtrend,118.38999938964844,141.99000549316406,0.11016939837713768,0,0,Medium,Markup
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,164560400,0.002231624739467808,1.6362939781525057,123.89199981689453,131.55300025939943,-0.058235087207427816,Downtrend,118.38999938964844,137.8800048828125,0.14725510198489467,0,0,High,Markup
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,116307900,0.05385121774911972,1.1928015266412277,124.25,131.34449996948243,-0.05401444271462313,Downtrend,118.38999938964844,137.8800048828125,0.4822985570309803,0,0,Low,Markup
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,102260900,-0.02089363917220921,1.0508859231544634,124.1020004272461,130.8935001373291,-0.05188569106149351,Downtrend,118.38999938964844,137.8800048828125,0.3453053596775065,0,0,Low,Markup
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,112966300,-0.024456562666370862,1.14347300940281,123.44400024414062,130.2469997406006,-0.05223152556303629,Downtrend,118.38999938964844,137.8800048828125,0.1883015461556709,0,0,Low,Markup
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,178155000,-0.015811898605432195,1.7262081131345297,123.27200012207031,129.55649948120117,-0.04850778914447863,Downtrend,118.38999938964844,137.8800048828125,0.08927641730936502,0,0,High,Markup
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,153766600,0.01073837463598748,1.4413120550839524,123.30399932861329,128.75799942016602,-0.04235853396382086,Downtrend,117.56999969482422,137.8800048828125,0.18956166866949178,0,0,Medium,Markup
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,154376600,-0.04167351041756073,1.3955666595054688,121.01799926757812,127.7379997253418,-0.05260768504448799,Downtrend,116.20999908447266,137.8800048828125,0.006922080560329061,0,1,Medium,Markdown
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,129525800,0.04064967087253768,1.140887631960423,120.21199798583984,126.94699935913086,-0.053053647642649755,Downtrend,116.20999908447266,137.8800048828125,0.22519593667076127,0,0,Low,Markdown
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,111943300,-0.009166677797724065,0.9709783693491445,119.7959991455078,126.14549980163574,-0.0503347377917765,Downtrend,116.20999908447266,136.99000549316406,0.181424596235163,0,0,Low,Markdown
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,103026500,0.016502714386902317,0.8821655103352716,120.16199951171875,125.47399978637695,-0.042335466181854686,Downtrend,116.20999908447266,136.38999938964844,0.28493557547297144,0,0,Low,Markdown
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,88105100,-0.007625453527034254,0.746783570661428,120.08399963378906,124.76899948120118,-0.037549390208246394,Downtrend,116.20999908447266,136.00999450683594,0.24343438430193914,0,0,Low,Markdown
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,92403800,0.0244567389434609,0.772656348087104,121.60999908447266,124.19999961853027,-0.020853466521840378,Downtrend,116.20999908447266,136.00999450683594,0.39292932212043274,0,0,Low,Markdown
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,115227900,0.012742978129499427,0.9497461548406224,122.50599975585938,123.81899948120117,-0.010604186197944065,Downtrend,116.20999908447266,132.22000122070312,0.5846345634876574,0,0,Low,Markdown
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,111932600,-0.006450565903976302,0.9172874719372526,123.46199951171874,123.51499977111817,-0.0004290997813839499,Sideways,116.20999908447266,130.7100067138672,0.5896550726239053,0,0,Low,Markdown
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,121229700,-0.033905124114334995,0.9836536050754477,123.17599945068359,123.05599937438964,0.0009751664031337144,Sideways,116.20999908447266,130.7100067138672,0.2979308566753221,0,0,Low,Markdown
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,185549500,-0.004480220036475302,1.4480405102813299,122.96799926757812,122.56199951171875,0.0033126071496618306,Sideways,116.20999908447266,129.72000122070312,0.27979261151705204,0,0,Medium,Akumulasi
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,111912300,0.028335707862409354,0.8706544898389295,122.8479995727539,122.43149948120117,0.0034019030504211555,Sideways,116.20999908447266,128.72000122070312,0.5739407737095135,0,0,Low,Akumulasi
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,95467100,-0.006888714468965329,0.7613137818527728,122.24199981689453,122.26549949645997,-0.00019220204932882912,Sideways,116.20999908447266,128.72000122070312,0.5059952637995354,0,0,Low,Akumulasi
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,88530500,-0.019993508726392273,0.7123908843289496,121.30799865722656,122.00249938964843,-0.0056925123329137186,Sideways,116.20999908447266,128.72000122070312,0.31015160598422525,0,0,Low,Akumulasi
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,98844700,0.0041635441356262515,0.8115020262982625,121.31999816894532,121.9824993133545,-0.005431116333395597,Sideways,116.20999908447266,128.72000122070312,0.3501196247387497,0,0,Low,Akumulasi
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,94071200,0.005141411107143501,0.795325234793171,121.56399841308594,121.9799991607666,-0.003410401299744042,Sideways,116.20999908447266,128.72000122070312,0.39968018754524426,0,0,Low,Akumulasi
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,80819200,0.0014850285169158983,0.6936929196529648,121.16399841308593,121.65999908447266,-0.004076941271734963,Sideways,116.20999908447266,128.72000122070312,0.41406869869141577,0,0,Low,Akumulasi
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,85671900,-0.012274469653688724,0.7406176962122226,120.63599853515625,121.3989990234375,-0.006285064081409303,Sideways,116.20999908447266,127.22000122070312,0.3351500204767089,0,0,Low,Akumulasi
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118323800,0.018765637792876655,1.0205240617778446,121.04799957275391,121.40349922180175,-0.0029282487846446032,Sideways,116.20999908447266,127.22000122070312,0.5395096538500717,0,0,Low,Akumulasi
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,75089100,0.006958644809685222,0.6777553671846216,121.53000030517578,121.54699935913087,-0.00013985580923197416,Sideways,116.20999908447266,127.22000122070312,0.6167120434230959,0,0,Low,Akumulasi
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200,0.02357724817787732,0.8243932282941318,122.46800079345704,121.77099952697753,0.005723869141150375,Sideways,116.20999908447266,127.22000122070312,0.8801090428056764,0,0,Low,Akumulasi
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300,0.002462252222689809,0.7721785228147507,123.43200073242187,122.2634994506836,0.009557237335657984,Sideways,118.79000091552734,127.22000122070312,0.8801895492684199,0,0,Low,Akumulasi
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700,0.013390400551981152,0.8221548716547479,125.03200073242188,122.603999710083,0.019803603700370927,Uptrend,118.86000061035156,127.91999816894531,0.9977928644089491,1,0,Low,Akumulasi
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600,0.019233769000189582,0.8851978990889778,126.6740005493164,123.12299957275391,0.028841085653247018,Uptrend,118.86000061035156,130.38999938964844,0.9973981975305374,1,0,Low,Akumulasi
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,106686700,0.020251606146730827,1.0610319080731472,128.67400054931642,123.67499961853028,0.040420464493271246,Uptrend,118.86000061035156,133.0399932861328,0.9971795975465404,1,0,Low,Akumulasi
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,91420000,-0.013233041404781432,0.9077036557064744,129.74200134277345,124.18549995422363,0.04474356016280497,Uptrend,118.86000061035156,133.0399932861328,0.8730614440977079,0,0,Low,Akumulasi
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500,0.024306515156183428,0.9066914897923753,131.38600006103516,124.70749969482422,0.05355331782414142,Uptrend,118.86000061035156,134.66000366210938,0.9854423454492602,1,0,Low,Akumulasi
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,87222800,-0.017853113347054084,0.8787432661985761,132.21199951171874,125.03049964904785,0.057437984194487535,Uptrend,118.86000061035156,135.0,0.8159850475206357,0,0,Low,Akumulasi
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,89347100,0.018707878842231906,0.9105038408764682,133.03999938964844,125.51749954223632,0.05993188101138693,Uptrend,118.86000061035156,135.0,0.9690210645038388,0,0,Low,Akumulasi
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400,-0.002527853813313219,0.881725000734577,133.27200012207032,126.19899978637696,0.05604640565825537,Uptrend,118.86000061035156,135.0,0.9479556152629494,0,0,Low,Akumulasi
